ID,Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,Footage_to_Lot_Ratio,Total_Rooms,Age_of_House,Garage_to_Footage_Ratio,Avg_Room_Size,Price,House_Orientation_Angle,Street_Alignment_Offset,Solar_Exposure_Index,Magnetic_Field_Strength,Vibration_Level
141,999,2,3,1977,1.241981494543123,0,6,804.3598108259202,5,48,0.0,199.8,6878.807261905016,199.3875423844755,274.4226485195817,284.5835259389586,192.93662838676252,128.8120497608135
142,917,1,2,1992,3.534798433162917,2,4,259.4207328476928,3,33,0.0021810250817884,305.6666666666667,4186.257671131582,115.21785637102025,238.96962994384984,243.76343030460336,269.3462083375847,356.22192001835606
143,3897,3,2,1996,3.677713259535744,0,10,1059.6258394793774,5,29,0.0,779.4,17099.633922675694,184.35350098774117,227.4528697260006,62.95731738334538,57.41721451488898,159.87728048638272
144,2737,2,3,1997,4.197415698327971,0,3,652.0678905094571,5,28,0.0,547.4,11570.588008215023,153.75880390545228,198.30865341929012,240.45119956930571,218.4234208982771,243.48998443418068
145,4469,5,2,1955,3.976323287357318,2,6,1123.9025796039127,7,70,0.0004475274110539,638.4285714285714,17171.226370952354,122.68927449108642,121.32114351526307,320.434932666171,324.34592244856844,340.5495203444157
146,3286,5,3,1958,1.4697534149039797,2,9,2235.749185324857,8,67,0.0006086427267194,410.75,19373.140284188776,284.9684557413055,113.8161977916302,57.608977126749856,275.16721911711386,35.432708076492744
147,4985,1,2,1990,1.6080987243677003,1,5,3099.934055329897,3,35,0.0002006018054162,1661.6666666666667,30540.460674365346,198.6864619588148,294.90798939364447,290.96467560332,209.0516704395426,55.36213398475783
148,4100,2,1,1956,1.9522695772698728,1,1,2100.11980299032,3,69,0.0002439024390243,1366.6666666666667,21403.58966444245,209.8949619490892,12.712087778486064,149.96369825362518,90.42093631742446,110.76447221206148
149,3231,1,1,2017,3.9843620732506784,1,10,810.9202779766346,2,8,0.0003095017022593,1615.5,15064.304635081866,43.053928537788615,339.38343868864524,279.2202663331179,162.0915286114405,264.2944532549927
150,1268,5,3,1954,3.0768928390201307,2,8,412.1040498777358,8,71,0.001577287066246,158.5,5356.506260121767,207.54593118513128,27.74098048835922,15.272027354481011,150.53212373860788,292.2504186063191
151,3411,1,3,2014,0.8119774867449414,2,2,4200.855387843363,4,11,0.000586338317209,852.75,32867.90895975371,40.85046764661207,123.073979773927,76.5519754935946,104.10748066654196,242.10261456251368
152,1069,5,1,1957,0.8366954233773787,1,5,1277.6453296289203,6,68,0.000935453695042,178.16666666666666,8967.507366626283,184.0832635899376,172.98250101281843,342.1911789310333,301.0023731546096,216.650424220361
153,1074,2,3,1986,2.7453700261119467,0,6,391.2040962729612,5,39,0.0,214.8,5180.603158707417,73.79434634969554,263.9056665706829,315.31791006614054,296.80974633763765,29.00909242314489
154,1576,3,2,1978,0.9291722102287638,1,8,1696.1333783454263,5,47,0.0006345177664974,315.2,12898.349682027969,355.2792971761862,103.40603699546942,118.87742335373912,243.3694636989171,304.879400794423
155,2341,3,2,2000,1.2655193778917666,2,10,1849.8333892760145,5,25,0.0008543357539513,468.2,16524.80999958284,13.44534794971719,47.777671455501725,101.04595758575076,315.8461631278219,28.540902467229028
156,4913,1,1,1972,1.177736464482233,1,4,4171.5614215612295,2,53,0.0002035416242621,2456.5,35037.11792359147,79.95881176946288,178.5152646283575,4.538707191273255,296.2741698150363,78.44089666562783
157,3201,1,1,1978,3.277484626450553,0,5,976.6636200721452,2,47,0.0,1600.5,14567.242302028377,18.60541962069877,11.371012137231132,288.9308446487326,156.05000379202838,29.02154586105663
158,2643,3,1,1964,4.617346392850859,0,5,572.4066975118471,4,61,0.0,660.75,10159.653766421792,20.721153605991944,355.1868442651849,104.12811791015562,301.3630660190348,113.5309475758023
159,2182,2,1,1967,0.5712042739856937,1,2,3819.999428181187,3,58,0.0004582951420714,727.3333333333334,24673.02789428051,199.56745890410423,65.56244964793174,295.6313817180816,289.08074590482136,7.943813525624703
160,2136,4,3,2021,3.813029971378476,2,3,560.1844244690789,7,4,0.0009363295880149,305.1428571428572,9724.588767437446,102.54257797588834,96.13017726099169,169.62044361581326,96.78726517758966,330.6231151493609
161,2071,4,1,1999,3.980214715020124,1,4,520.3236881127729,5,26,0.0004828585224529,414.2,8918.121454877406,177.99130969292932,53.40355234635199,165.06828319748064,14.01768600755962,262.316262325177
162,2548,5,3,1950,1.322025729078507,2,7,1927.3452429522952,8,75,0.0007849293563579,318.5,15583.898092851883,165.28887224577406,83.50095460175115,44.25144424753952,173.94511079292067,336.4357970575856
163,3945,5,3,2000,2.368584375503182,1,8,1665.5518126357326,8,25,0.000253485424588,493.125,20158.51126925937,116.35305552747188,27.407109416508067,320.4928990864088,222.0420988269148,5.847639555403332
164,4136,5,3,1995,3.187815891590612,2,8,1297.4400469332863,8,30,0.0004835589941972,517.0,18634.019085957712,279.77288973387726,178.98291504303384,97.28916916708198,163.715163318958,151.20396154643862
165,3431,3,2,1970,4.321305524757669,2,7,793.9730205011144,5,55,0.0005829204313611,686.2,13451.167317336163,32.50431721958699,57.87356257739096,169.66338026333923,20.223387845078044,218.5687011180877
166,1767,5,3,2009,1.073238872001527,1,1,1646.4181889951951,8,16,0.0005659309564233,220.875,13983.140214955354,213.26924479033528,114.87617036757204,92.3508224799292,241.73249352019448,265.6623410631332
167,4929,3,3,1971,4.057342296222531,2,5,1214.8346479391205,6,54,0.0004057618178129,821.5,19758.84182017412,143.02342460173222,343.9204871414142,165.47935334495804,263.8800386001444,294.79293738736976
168,1123,5,2,1950,2.6117835229660566,2,2,429.97437962418553,7,75,0.0017809439002671,160.42857142857142,5006.596201812562,227.91652461837649,223.52958639629176,201.7586271529584,117.6273151308147,262.8897082306456
169,4413,3,2,2002,4.750995794769929,1,9,928.8579048750144,5,23,0.0002266032177656,882.6,18154.16111803584,270.221310590709,349.1355762282761,254.01091055177687,14.032555438006948,35.28276652106678
170,845,1,1,2001,3.527812100698452,0,6,239.5252286346836,2,24,0.0,422.5,4039.067752695367,75.56601351441087,310.09319869083697,68.97346046453728,220.6065007931437,279.0844340036602
171,3772,5,1,2005,0.5708431084805464,0,2,6607.7700579414895,6,20,0.0,628.6666666666666,45565.83047507697,212.72145954776704,103.3337279429686,117.03744555541164,147.48157921535736,34.79214034359082
172,3948,1,1,2017,1.759516935108921,0,5,2243.7976703848,2,8,0.0,1974.0,25068.13233589429,356.38568366038027,38.03928633422781,290.5759934513577,318.5478423705616,151.9892041970441
173,2353,3,3,1956,4.026975750577622,1,5,584.3094534806896,6,69,0.0004249893752656,392.1666666666667,9189.118663597856,346.48102617916004,296.8851477330537,294.8628649901962,133.600657834846,123.3831331540466
174,3011,4,3,1984,1.890301955306687,1,1,1592.8672091499202,7,41,0.0003321155762205,430.1428571428572,16550.2540731652,81.53847907125767,93.52928918309752,308.06541320608306,57.76654113764152,191.473835941806
175,3671,1,2,2012,4.911960066216673,0,1,747.3594961099726,3,13,0.0,1223.6666666666667,15617.657058308128,20.910100380551807,249.21956322642689,161.9063432821944,326.1913417732538,129.9869014827734
176,2417,4,1,2003,3.9158911965003727,2,8,617.2285895379499,5,22,0.0008274720728175,483.4,10551.249912153296,323.84684637884465,173.2838945887165,281.2758680690298,76.48101979037027,19.378988967045267
177,2180,2,3,2019,1.5799521374148089,1,5,1379.7886330702506,5,6,0.0004587155963302,436.0,14212.044443823012,348.9489128228756,287.21291358910844,44.93549302806539,175.85842775756592,213.7610274996428
178,2562,1,3,1971,2.417319399317437,2,6,1059.851669052677,4,54,0.0007806401249024,640.5,12518.878234721014,293.5661142437403,6.434616504028972,316.0188281347347,97.59465135506368,217.1340432442609
179,4658,1,3,1987,4.544545503818065,2,6,1024.9649818857831,4,38,0.0004293688278231,1164.5,18922.477345416595,212.5061793053308,110.01751757647736,82.94999836224596,14.136989126994832,318.4123419348333
180,697,1,3,1977,4.061585934002835,1,9,171.60784268156112,4,48,0.0014347202295552,174.25,2946.142258518598,331.50307774225405,7.540185971128612,58.57190777108372,221.0293102770837,184.24096436501304
181,2193,5,1,1968,3.6618809263620298,0,10,598.8725586931306,6,57,0.0,365.5,9027.031635651958,232.3700265265804,348.5496340492998,28.4288983886983,221.86817493326063,252.75868348096532
182,4196,4,1,1994,2.4638881942831685,2,10,1702.9993527042989,5,31,0.0004766444232602,839.2,21056.643184258457,13.279301047631806,316.30679508785687,295.7892831757698,132.6416111699684,233.92369683514784
183,1565,3,3,1959,4.933285497908036,1,3,317.23280573638795,6,66,0.0006389776357827,260.8333333333333,5812.946398544067,182.11992439840776,184.3998914925628,205.03432064415733,214.14505662068743,21.681700164107085
184,3235,3,2,1979,0.8535102391567722,0,2,3790.229866716101,5,46,0.0,647.0,27900.613341770902,70.28747560729602,234.60005713531865,240.40968596150637,140.77183288586352,7.536282417623976
185,4277,5,1,2015,0.772722084717094,1,7,5534.978337736883,6,10,0.000233808744447,712.8333333333334,42374.73237605742,236.7406412281236,342.3108824101477,253.32695188588647,185.3760059687734,110.79752590553367
186,2259,1,2,2017,2.321262787233464,0,6,973.1771914942598,3,8,0.0,753.0,12482.866927565465,287.9478921410335,127.97748375888868,65.38102839237696,95.73424222756276,317.1222577961109
187,1884,4,1,1957,2.1054592023047265,2,7,894.8166736917497,5,68,0.0010615711252653,376.8,9409.70150448768,251.33821704710823,186.8694426490385,297.9068119582691,103.14703761376424,215.74774332229995
188,4248,3,3,1964,1.4775389890385486,2,6,2875.051035211072,6,61,0.0004708097928436,708.0,25337.49187715306,43.15153224012581,29.176637726753256,201.51204610981773,335.77578292779407,238.2604506410393
189,1304,5,2,1968,4.849463824484371,2,6,268.89570624617465,7,57,0.0015337423312883,186.28571428571428,4975.530685002491,287.7897164288325,275.5846436367995,64.53202028680441,30.068969284806755,351.14773236650825
190,2408,2,2,1975,1.13498417309608,0,8,2121.6154877572512,4,50,0.0,602.0,17234.52257968845,287.0263316806393,283.2852190519062,196.76777113162615,237.1180877783161,121.43901918447555
191,3476,5,2,1950,1.1229597199822745,2,9,3095.3915248668645,7,75,0.0005753739930955,496.57142857142856,23402.28122442021,237.5942565723045,337.4022554051224,337.7897346414538,192.7993733566821,227.6626523275831
192,3324,1,1,2014,0.688934430093147,2,8,4824.842328682253,2,11,0.0006016847172081,1662.0,36435.46556105777,178.26368764005727,284.6603393420269,202.04020378170895,349.44355634750787,104.19822778301564
193,2972,2,1,2018,0.7357608301768754,1,2,4039.356103376062,3,7,0.0003364737550471,990.6666666666666,31129.463024632845,103.90699916649208,9.292286501815315,243.91521628522315,346.1372368466804,181.9874850204565
194,3742,2,1,1960,2.4973663478958548,2,5,1498.3784830578843,3,65,0.0005344735435595,1247.3333333333333,17579.774352924804,82.36733957698408,250.5674224993652,99.68561545601122,212.20343621449095,320.5383555078958
195,1173,3,1,1973,3.556396180405262,1,6,329.82827010750333,4,52,0.000852514919011,293.25,5032.076277866649,46.09650202479808,154.15186137322132,87.09540491359066,45.36073003103794,241.81518932786187
196,3113,5,2,1999,3.7815563431113937,1,2,823.2060341162819,7,26,0.0003212335367812,444.7142857142857,13450.638906917666,31.85730073869102,276.1877840152057,166.42640196021858,217.30939220137503,294.6169529206327
197,614,2,3,1956,3.9330200099946384,0,9,156.1141307289807,5,69,0.0,122.8,2497.781857610933,322.3883622586322,170.867115269933,218.08052980296853,290.3994190896539,246.3531296131241
198,2319,2,2,1998,0.8939689881250128,0,1,2594.049716270147,4,27,0.0,579.75,20347.101158416022,134.73748647220333,242.13676256104543,274.2846525377532,76.18892348515003,80.87666315103598
199,2119,2,1,2007,2.3347209679935137,0,4,907.6031050601704,3,18,0.0,706.3333333333334,11451.368061783456,192.04599311147572,175.62745581349049,320.45080946256525,123.15874351089386,280.0966703339517
200,2606,4,2,1962,4.055066787019469,0,2,642.6527938681489,6,63,0.0,434.3333333333333,10262.3587002144,49.254707130826105,24.824885888311627,111.52362931527573,142.04603351481256,118.02342163889458
201,689,5,1,1996,3.8868723233232623,2,2,177.2633476704754,6,29,0.0029027576197387,114.83333333333331,3043.993511861758,164.18519431813294,339.9359360808362,150.7655948666981,20.370836212817625,242.3131671280381
202,3493,1,1,2011,1.1401485789956691,2,9,3063.6357965528528,2,14,0.0005725737188663,1746.5,27669.198444934787,312.6956861482057,146.48686586023342,14.205431840723756,240.39381297713504,57.14523481475143
203,4685,5,2,2017,0.9147558131259454,2,1,5121.585381338221,7,8,0.0004268943436499,669.2857142857143,41778.20367498689,46.497389454538194,189.05881812014167,276.8122015587508,22.523343199002568,31.60376534093759
204,1853,2,3,2020,3.022609140504719,2,8,613.0465150682975,5,5,0.0010793308148947,370.6,9110.42455201836,359.898362383007,219.7201619919306,298.24894780168216,287.3855509953072,71.51204768306609
205,3972,3,2,2018,2.9200232063361944,0,5,1360.2631620807356,5,7,0.0,794.4,19654.47441690358,290.23246072550205,200.80203025320893,303.3762847777997,286.53349937166087,108.88787428612908
206,1993,4,3,1989,2.032451759659536,0,7,980.5890794347094,7,36,0.0,284.7142857142857,10735.692029468351,41.34125690611327,132.31239202495132,346.8597267195318,124.23014838476416,158.6393580327457
207,2762,2,2,1976,4.5109319286213445,1,6,612.2903301810935,4,49,0.000362056480811,690.5,11043.243127058346,96.72384937858058,211.7528161014206,290.4096670901061,217.27037034040356,167.41308031952758
208,1581,1,2,1994,2.812328305594691,0,4,562.1676519255756,3,31,0.0,527.0,7722.863297023756,170.70257847143708,25.991427232503305,43.5690001746695,214.97591015650863,137.9575317410106
209,2085,5,1,1975,1.5419679618427198,2,10,1352.1681718395323,6,50,0.0009592326139088,347.5,12477.578322510084,279.04781641000125,190.4173682497963,174.4906633668169,173.89429112120038,248.07155534936268
210,2031,3,2,1993,4.730993625070783,2,10,429.2967103648576,5,32,0.000984736582964,406.2,8248.603436107625,296.1134074523408,192.09691682167625,158.0939339881494,167.40342630951395,8.620655497374056
211,3433,3,2,2004,1.1169025613544044,2,5,3073.679046663655,5,21,0.0005825808330905,686.6,26314.784655324405,135.52681207609783,233.09089709565708,6.881793994715051,30.63725500312273,187.6957277305468
212,2224,4,3,2017,0.8646737470927555,0,5,2572.068375474139,7,8,0.0,317.7142857142857,20634.20219881664,312.6484713232486,250.4225327388505,117.1062482482912,340.83224808920664,342.742480790041
213,3465,4,3,2003,0.657226608826948,2,3,5272.154160320001,7,22,0.0005772005772005,495.0,37677.987168470034,195.38079960513463,324.6343171687525,303.7138790586565,117.64609410879986,67.36473734778062
214,690,4,3,1957,3.5118887412284563,2,4,196.4754725568665,7,68,0.0028985507246376,98.57142857142856,2869.4998722014725,315.85430589406394,4.183394366916229,218.55224833875144,285.3929208862126,237.48849825497075
215,977,5,1,1956,1.7952408448322263,2,1,544.2166731067804,6,69,0.0020470829068577,162.83333333333334,5278.754270481646,143.6409733932469,276.92033322172813,4.357122039398673,296.47880158025487,295.0649530371522
216,2233,4,3,2006,2.3900183333663225,0,6,934.3024565233508,7,19,0.0,319.0,11675.06243756386,273.6820295602872,54.72894712631332,278.33107461072177,3.70241853684913,150.8291185606288
217,2476,1,3,1992,0.7956145242034665,1,6,3112.0598288208225,4,33,0.0004038772213247,619.0,23227.111466497117,61.51953146042369,230.74994784431956,5.289619915783383,278.1977110794285,339.1409590158944
218,3353,4,2,1976,1.9571880870609413,0,2,1713.1720871217408,6,49,0.0,558.8333333333334,17969.618652893412,50.70852733672795,209.67215695460877,42.66094449533456,296.5044998696305,232.392368307788
219,4798,5,1,1997,3.3450716789053745,2,1,1434.348934959168,6,28,0.0004168403501458,799.6666666666666,21593.03144289848,355.41940655338,87.65362676746774,247.57993527500184,25.572560055840764,70.66594883198414
220,3640,2,2,2006,1.8219915777847584,0,2,1997.8138452350256,4,19,0.0,910.0,21701.20301625672,271.216146693219,301.7215042733197,70.0645812137539,257.436058062132,287.6968695977216
221,1582,5,2,1956,4.48528893908798,1,5,352.70860394596497,7,69,0.0006321112515802,226.0,6001.858591218979,155.50020671116167,329.57578713169505,7.85642283917622,24.6071521115851,107.02339354127754
222,2897,1,3,1965,4.017269656383796,2,7,721.1365548728877,4,60,0.0006903693476009,724.25,11569.014178242847,334.6304919292173,358.15187418111617,107.92818992348492,112.27659687494108,115.5076353899437
223,2327,4,3,2005,4.609547061896554,0,1,504.8218336320832,7,20,0.0,332.42857142857144,9618.178758568503,225.92090883026285,2.0731177793237654,53.56654898584163,331.6707043966712,205.30329794330055
224,2133,5,3,1970,3.853307729163265,2,7,553.5503909684304,8,55,0.0009376465072667,266.625,8592.654523070567,325.49713001774944,224.5893568835663,289.25378758687845,279.73774283463223,49.725105530489
225,1095,1,2,1974,1.4485165220960972,1,10,755.9458130415138,3,51,0.0009132420091324,365.0,6925.251314815287,36.40416340420449,240.0711327165976,103.82595761474846,159.2257699624087,332.0763421162048
226,3751,5,3,1973,3.782586964242487,2,1,991.6493752711876,8,52,0.0005331911490269,468.875,15293.08337401593,325.92623110418293,327.2517074396308,201.11126272215316,97.02427042521816,159.06013372870365
227,2778,1,1,1991,3.4811777612372365,1,10,798.0057872749015,2,34,0.0003599712023038,1389.0,12821.72295218916,22.88100610296851,316.4825907223793,327.31927411016164,211.53091359938463,268.9481761664504
228,2481,3,1,1991,0.7039367553240257,0,1,3524.464351712936,4,34,0.0,620.25,25334.37100619106,97.68565143860252,354.27004891174624,184.5009535573194,33.144114989691154,75.71468026288572
229,2387,1,2,1991,1.9246404195889304,2,1,1240.231669097868,3,34,0.0008378718056137,795.6666666666666,13592.203466968636,96.92756314177714,357.2940607770151,342.2781747832817,104.9259288577658,270.6570525444052
230,2565,4,1,1987,0.7485013433436281,0,2,3426.8475572026314,5,38,0.0,513.0,24742.990414064752,312.14603468883735,280.74635600160593,175.5601447036552,260.4397184477683,54.51563317318679
231,4557,5,3,1958,0.5923436662819634,0,10,7693.169116846449,8,67,0.0,569.625,48401.33490309221,12.93921856682715,186.3761916184961,99.65315080487008,27.25190183152349,214.28270377898457
232,2765,4,1,2002,3.0144467508097894,2,4,917.2495746548586,5,23,0.0007233273056057,553.0,13145.000132981908,139.7411734343479,328.4508044220088,4.214379863125464,286.6469221948927,21.451355047131734
233,4545,1,3,1970,4.34417355048801,2,7,1046.228919535093,4,55,0.0004400440044004,1136.25,17892.494456163782,25.404749064154743,175.20081891289303,260.63029996779375,67.65133709351629,194.8009769563841
234,3482,3,2,1999,2.778486392094205,0,8,1253.2003071555594,5,26,0.0,696.4,16856.900869661466,4.087312116270865,248.229630371362,159.85574971279306,180.12940063760183,249.1381990943081
235,4514,4,3,1993,1.2470982063928735,1,3,3619.602671914961,7,32,0.0002215330084182,644.8571428571429,31551.30298676357,252.7080758127732,51.29839544454476,228.27745129547927,120.10622250127165,45.65664811815077
236,2933,5,3,1973,4.781489129265565,2,9,613.4072295696106,8,52,0.0006818956699624,366.625,11197.226082353953,299.6793506881518,339.8613622871808,326.31748320398793,110.43957582797084,250.97892916967297
237,2234,2,2,1985,3.37245007906322,2,10,662.4264103623285,4,40,0.000895255147717,558.5,9875.37954897918,332.8897025802826,227.74388152822127,11.94816764247344,111.53047511608884,245.5890081318356
238,4230,3,1,1951,3.079504375023161,1,9,1373.5976588661888,4,74,0.0002364066193853,1057.5,17948.804893361943,70.48480852414671,64.6859191932871,123.54024714215696,68.73357062579166,58.81203302343127
239,3917,1,1,1988,0.8675027413704332,2,7,4515.259506629499,2,37,0.000510594842992,1958.5,34853.961474186755,241.88138769554223,314.39624970989075,307.81087258317666,263.3350894931217,168.85466910653545
240,2628,4,2,1987,2.4985186092334954,0,4,1051.823264508815,6,38,0.0,438.0,12955.820860402822,331.51406419145275,241.01530387134844,36.68125970376487,31.326198589003948,114.0993438362213
241,4291,2,1,1980,1.2714537951974425,1,10,3374.8768663147966,3,45,0.0002330459100442,1430.3333333333333,29205.356663211496,132.37768910139607,339.7017312603356,87.08177817318203,6.886427917423323,291.5727913090438
242,904,3,3,1957,1.2123675504752645,0,5,745.6484625026625,6,68,0.0,150.66666666666666,6025.197068117689,142.75540163565725,265.27454817990554,115.7384524492375,302.43890823811194,86.06389826701069
243,4777,3,3,1979,3.1936779833210185,2,7,1495.7675836286187,6,46,0.0004186728072011,796.1666666666666,20925.630648521143,238.92161953055333,8.709035000887887,136.98637555316202,350.5681488085738,171.03612264901938
244,2796,3,1,2000,2.752147921400232,1,2,1015.9337651362348,4,25,0.0003576537911301,699.0,13692.193486494094,268.3582107063588,129.64910668974687,18.847807267490065,61.455010792492864,305.6752871851234
245,4275,4,3,1959,3.2762481232302587,0,4,1304.8462262940602,7,66,0.0,610.7142857142857,17696.793931103206,128.93857849182257,174.0764328191729,175.54601148019592,55.77311201163936,292.27180464373674
246,1216,4,2,1973,3.094125969009893,1,1,393.00274525962976,6,52,0.0008223684210526,202.66666666666663,5399.00925714812,177.34251383743305,214.01148066702228,181.11022228074108,130.10536046418707,281.4807286788803
247,4955,1,1,1970,1.908725652784161,2,6,2595.972864289005,2,55,0.0004036326942482,2477.5,27204.603914337487,191.56085469551363,286.3619858843025,60.10311194899154,126.43897944556112,310.1104965943863
248,3311,5,2,1975,0.52405772384464,0,3,6318.006298446553,7,50,0.0,473.0,39976.57773773052,248.7375857168877,280.7443422544117,100.53939184358777,239.11897859602857,209.77720176408536
249,1138,2,3,2022,1.9595561346277508,2,9,580.7437612478407,5,3,0.0017574692442882,227.6,6789.7777921484085,55.02929010635953,306.51298478823446,106.3085319258598,157.74430076940402,255.37997585677903
250,1418,2,3,1996,3.287045543616101,0,8,431.39043289313497,5,29,0.0,283.6,6521.308521593236,188.82410024529167,290.1331440423436,71.71749896185912,40.17347998460909,40.53256795051001
251,3919,4,2,2012,1.7409083199857658,2,3,2251.123712265355,6,13,0.0005103342689461,653.1666666666666,23917.1682311867,86.4524227601495,49.11831092042392,224.9221906041849,118.1639180442022,347.6300310960481
252,4646,4,1,2012,4.974868704014931,1,7,933.893993272723,5,13,0.0002152389151958,929.2,19273.20222994245,147.14430159531472,302.653090084032,151.0012778246329,297.8287739054085,85.49398986097823
253,3873,4,2,1986,0.5289584517355808,1,9,7321.936131830749,6,39,0.000258197779499,645.5,48018.847153401686,279.50866586711885,187.11862148016635,51.33389186948715,117.1046226102292,16.410656861520767
254,2827,2,2,2013,4.512698893412357,2,3,626.4543827922705,4,12,0.0007074637424831,706.75,12168.760323735369,192.87888626691304,267.6629722649788,302.9211191105136,180.94724734684695,136.79246842754208
255,516,5,3,1959,3.57554199833379,1,1,144.3137852220606,8,66,0.001937984496124,64.5,2152.412743160492,346.903191752131,331.5052252136473,215.6322629437958,313.3897078569783,210.43552077340493
256,3447,5,3,2021,4.264243207781151,2,3,808.3497661930043,8,4,0.0005802146794313,430.875,15070.88237259144,38.581924082319375,333.78401501260294,256.6965782283547,33.75954945252594,49.428011777605285
257,3372,5,1,1986,2.4906493989608847,0,4,1353.8637760123206,6,39,0.0,562.0,16617.83627405578,64.2760783395601,166.16069079112435,338.6824273811188,336.3494811002965,318.1262283676763
258,2625,5,1,2001,4.19192069116559,0,4,626.204595314064,6,24,0.0,437.5,11167.290424309487,102.63426072978496,294.28189505682894,113.625843754806,161.65395645484531,250.92869976154785
259,3339,2,3,1961,3.1501988372550387,0,5,1059.933093908915,5,64,0.0,667.8,14305.323995375838,114.83122690575406,313.46996445810413,99.13722273195069,280.08908753207515,173.98594258787708
260,912,4,1,2008,1.055303668425184,0,5,864.2062254563806,5,17,0.0,182.4,7381.3004564105395,342.2185728975202,97.10986014611626,174.81229187738322,8.073320098339845,241.3563601668903
261,4384,3,2,2017,2.9661456049890806,2,7,1478.0124052663082,5,8,0.000456204379562,876.8,21557.921870207767,254.46864378514212,355.58006030497137,316.6494677825505,215.16058177297316,245.71168543357976
262,3125,5,1,1970,2.899631296755961,1,9,1077.723227603515,6,55,0.00032,520.8333333333334,13896.530119984543,290.9233366431901,193.3107922416289,321.83629560283333,32.900935079439506,32.35566662501784
263,2348,4,3,2002,4.676458259794039,2,5,502.0893739578488,7,23,0.0008517887563884,335.42857142857144,9666.689918403836,69.22404677112148,30.836969854714997,102.338673453906,133.98237188888297,145.9171298329032
264,3800,5,2,1995,4.889628627413098,1,1,777.1551358104725,7,30,0.0002631578947368,542.8571428571429,15073.073805232809,217.13475940789976,147.56576029066375,124.32310280815962,141.44223920154445,73.46317987677621
265,4880,3,1,2008,4.66035110929355,1,5,1047.131403955473,4,17,0.0002049180327868,1220.0,20532.475286734058,356.5818511202424,84.97816680472702,134.83903932724368,116.28984447147378,66.69966612007441
266,1063,3,2,1966,3.855890205842567,1,1,275.68212351827566,5,59,0.0009407337723424,212.6,4377.317632492573,326.72393061339346,358.1668161527167,285.5740861577716,93.13619117595874,106.5355305971818
267,3229,1,1,1960,3.365427726699472,0,7,959.4619947957495,2,65,0.0,1614.5,13927.401448483291,228.02535234375244,213.45837654301317,235.54531883698627,71.7373211280483,216.328322037271
268,3965,1,2,1977,4.983792321555749,0,2,795.5788973891831,3,48,0.0,1321.6666666666667,15598.27605354888,118.31923633316974,43.95956904360965,14.038564526968171,235.5631219773791,8.64181614415999
269,4084,3,3,1958,3.1163769751190924,2,8,1310.4961410658382,6,67,0.0004897159647404,680.6666666666666,17265.735775171845,168.7295375261893,92.43956437938286,100.3535540692391,53.019202878752736,154.68241080785327
270,3794,1,1,1987,2.0768596250458886,0,1,1826.7965510264908,2,38,0.0,1897.0,20981.11910828973,168.71783111788545,243.5448188798088,225.44435571158297,248.7182315582962,50.39545561983464
271,1325,3,1,1957,3.5151464201340503,1,5,376.94020152636233,4,68,0.000754716981132,331.25,5502.74200478425,32.86320364300808,312.5776609847731,163.44058363060134,14.526297669491894,199.70344918164756
272,2070,3,3,2012,2.9374088819754194,2,7,704.702710168125,6,13,0.0009661835748792,345.0,10122.510012603896,273.88261750208306,218.7852461563893,73.35592528596807,143.6527143512765,172.2702131710281
273,3889,4,1,1970,1.932368426115563,2,1,2012.556170676856,5,55,0.0005142710208279,777.8,20568.3611747952,50.16818666621669,208.7941634741273,212.6296202380696,337.87072205032695,152.5572431751324
274,1304,2,3,1960,2.4492340009182487,1,9,532.4113578004853,5,65,0.0007668711656441,260.8,6133.217195465182,169.99737305830175,83.40181249803962,136.95120270272244,91.11655410465916,16.198855644752772
275,1512,3,2,2003,3.643387813441117,0,5,414.9983689416642,5,22,0.0,302.4,6788.565063037829,307.9658102439626,71.83528233449225,164.24514322399511,326.96225593211625,215.806010277138
276,4991,1,2,1982,4.249419604685034,2,6,1174.5133369501484,3,43,0.000400721298337,1663.6666666666667,20678.895589765078,88.70473196607846,157.26625294146464,258.643421036118,121.48354042712243,263.250212165055
277,4922,4,1,2018,4.23375289844731,2,2,1162.561943991842,5,7,0.0004063388866314,984.4,21541.6046127102,175.4752313698249,1.1585748975403254,256.5436799154646,144.07641930588193,265.6539968395681
278,2832,4,1,2001,3.1653561697794306,1,6,894.686047351613,5,24,0.0003531073446327,566.4,13229.588515864403,189.2484656289669,217.25555997472367,196.01890527739144,80.16338848431059,160.1468758179147
279,2650,2,1,2006,3.62000819180618,0,7,732.0425423340822,3,19,0.0,883.3333333333334,12192.042149312229,165.88035649178127,186.8615247269773,184.00649012540276,65.82160075277416,322.918304171188
280,2484,3,2,2006,1.9031096163009589,1,1,1305.2322255762165,5,19,0.000402576489533,496.8,14456.942962851528,124.44022199659076,37.47947377829989,187.26116123187043,208.55320799829764,112.3883051648866
281,4844,3,1,1952,1.9384342488142807,2,5,2498.9240687235183,4,73,0.000412881915772,1211.0,24835.04357279356,287.7877436072554,234.3158528569899,1.375172157089919,51.480404159661504,22.47527782000092
282,4340,5,3,1962,1.881070309375565,0,10,2307.1971198358315,8,63,0.0,542.5,22787.654830609416,277.54818478364194,83.04113221839313,103.3696649104472,67.8746180697304,119.50974170490436
