image_id,label,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax
img_0690,1,312.0,83.0,454.0,258.0
img_0692,1,288.0,15.0,425.0,184.0
img_0694,1,199.0,34.0,342.0,222.0
img_0696,0,-1.0,-1.0,-1.0,-1.0
img_0697,0,-1.0,-1.0,-1.0,-1.0
img_0698,0,-1.0,-1.0,-1.0,-1.0
img_0699,1,101.0,39.0,309.0,286.0
img_0700,1,240.0,46.0,441.0,310.0
img_0701,0,-1.0,-1.0,-1.0,-1.0
img_0702,0,-1.0,-1.0,-1.0,-1.0
img_0703,1,231.0,106.0,444.0,371.0
img_0704,0,-1.0,-1.0,-1.0,-1.0
img_0705,1,4.0,255.0,186.0,492.0
img_0706,0,-1.0,-1.0,-1.0,-1.0
img_0708,1,87.0,94.0,313.0,374.0
img_0709,1,58.0,207.0,223.0,403.0
img_0710,0,-1.0,-1.0,-1.0,-1.0
img_0711,1,180.0,179.0,369.0,409.0
img_0712,0,-1.0,-1.0,-1.0,-1.0
img_0714,0,-1.0,-1.0,-1.0,-1.0
img_0716,0,-1.0,-1.0,-1.0,-1.0
img_0717,0,-1.0,-1.0,-1.0,-1.0
img_0718,0,-1.0,-1.0,-1.0,-1.0
img_0719,0,-1.0,-1.0,-1.0,-1.0
img_0721,0,-1.0,-1.0,-1.0,-1.0
img_0722,0,-1.0,-1.0,-1.0,-1.0
img_0723,1,191.0,123.0,414.0,398.0
img_0724,1,159.0,133.0,389.0,414.0
img_0727,1,149.0,149.0,373.0,427.0
img_0729,0,-1.0,-1.0,-1.0,-1.0
img_0730,1,238.0,181.0,470.0,461.0
img_0731,1,337.0,330.0,475.0,498.0
img_0732,0,-1.0,-1.0,-1.0,-1.0
img_0733,1,304.0,21.0,443.0,200.0
img_0736,0,-1.0,-1.0,-1.0,-1.0
img_0737,0,-1.0,-1.0,-1.0,-1.0
img_0738,1,230.0,208.0,458.0,506.0
img_0739,1,307.0,42.0,472.0,245.0
img_0740,1,30.0,140.0,230.0,402.0
img_0741,1,203.0,154.0,341.0,332.0
img_0742,0,-1.0,-1.0,-1.0,-1.0
img_0744,0,-1.0,-1.0,-1.0,-1.0
img_0745,1,121.0,272.0,298.0,504.0
img_0747,0,-1.0,-1.0,-1.0,-1.0
img_0748,1,279.0,261.0,468.0,509.0
img_0750,1,45.0,248.0,261.0,508.0
img_0751,1,202.0,306.0,366.0,506.0
img_0753,0,-1.0,-1.0,-1.0,-1.0
img_0756,0,-1.0,-1.0,-1.0,-1.0
img_0757,1,205.0,9.0,377.0,228.0
img_0759,1,94.0,86.0,341.0,387.0
img_0760,1,148.0,167.0,307.0,352.0
img_0761,0,-1.0,-1.0,-1.0,-1.0
img_0762,0,-1.0,-1.0,-1.0,-1.0
img_0763,0,-1.0,-1.0,-1.0,-1.0
img_0765,0,-1.0,-1.0,-1.0,-1.0
img_0766,0,-1.0,-1.0,-1.0,-1.0
img_0768,0,-1.0,-1.0,-1.0,-1.0
img_0769,1,98.0,24.0,322.0,318.0
img_0771,0,-1.0,-1.0,-1.0,-1.0
img_0772,0,-1.0,-1.0,-1.0,-1.0
img_0773,1,43.0,239.0,261.0,512.0
img_0774,1,88.0,11.0,290.0,259.0
img_0775,1,266.0,54.0,477.0,325.0
img_0776,1,187.0,61.0,419.0,349.0
img_0777,0,-1.0,-1.0,-1.0,-1.0
img_0778,0,-1.0,-1.0,-1.0,-1.0
img_0780,1,90.0,35.0,243.0,233.0
img_0782,1,119.0,88.0,301.0,322.0
img_0783,0,-1.0,-1.0,-1.0,-1.0
img_0784,1,264.0,52.0,414.0,231.0
img_0785,1,98.0,208.0,276.0,441.0
img_0786,0,-1.0,-1.0,-1.0,-1.0
img_0787,0,-1.0,-1.0,-1.0,-1.0
img_0788,0,-1.0,-1.0,-1.0,-1.0
img_0789,1,71.0,54.0,222.0,242.0
img_0790,0,-1.0,-1.0,-1.0,-1.0
img_0791,0,-1.0,-1.0,-1.0,-1.0
img_0795,0,-1.0,-1.0,-1.0,-1.0
img_0796,1,298.0,63.0,482.0,304.0
img_0797,0,-1.0,-1.0,-1.0,-1.0
img_0798,1,76.0,99.0,277.0,337.0
img_0799,1,170.0,230.0,307.0,408.0
img_0800,0,-1.0,-1.0,-1.0,-1.0
img_0801,1,25.0,113.0,225.0,356.0
img_0802,1,303.0,219.0,501.0,463.0
img_0803,0,-1.0,-1.0,-1.0,-1.0
img_0804,0,-1.0,-1.0,-1.0,-1.0
img_0805,0,-1.0,-1.0,-1.0,-1.0
img_0806,0,-1.0,-1.0,-1.0,-1.0
img_0810,1,47.0,113.0,253.0,381.0
img_0811,0,-1.0,-1.0,-1.0,-1.0
img_0812,0,-1.0,-1.0,-1.0,-1.0
img_0813,1,71.0,150.0,230.0,344.0
img_0815,1,157.0,259.0,324.0,474.0
img_0816,0,-1.0,-1.0,-1.0,-1.0
img_0818,0,-1.0,-1.0,-1.0,-1.0
img_0821,1,188.0,254.0,324.0,425.0
img_0822,0,-1.0,-1.0,-1.0,-1.0
img_0825,0,-1.0,-1.0,-1.0,-1.0
img_0826,0,-1.0,-1.0,-1.0,-1.0
img_0827,1,316.0,218.0,500.0,450.0
img_0828,1,198.0,74.0,389.0,301.0
img_0829,0,-1.0,-1.0,-1.0,-1.0
img_0830,1,100.0,247.0,273.0,474.0
img_0831,1,251.0,28.0,434.0,262.0
img_0832,1,159.0,103.0,386.0,384.0
img_0833,1,48.0,303.0,219.0,511.0
img_0834,0,-1.0,-1.0,-1.0,-1.0
img_0835,0,-1.0,-1.0,-1.0,-1.0
img_0836,0,-1.0,-1.0,-1.0,-1.0
img_0837,1,355.0,292.0,510.0,479.0
img_0838,0,-1.0,-1.0,-1.0,-1.0
img_0842,1,136.0,34.0,359.0,317.0
img_0843,1,51.0,102.0,288.0,387.0
img_0845,0,-1.0,-1.0,-1.0,-1.0
img_0846,1,212.0,122.0,443.0,403.0
img_0847,0,-1.0,-1.0,-1.0,-1.0
img_0848,1,214.0,169.0,423.0,437.0
img_0849,1,267.0,185.0,512.0,476.0
img_0850,0,-1.0,-1.0,-1.0,-1.0
img_0853,0,-1.0,-1.0,-1.0,-1.0
img_0854,0,-1.0,-1.0,-1.0,-1.0
img_0855,1,334.0,126.0,497.0,323.0
img_0856,1,221.0,185.0,362.0,354.0
img_0857,0,-1.0,-1.0,-1.0,-1.0
img_0858,0,-1.0,-1.0,-1.0,-1.0
img_0859,0,-1.0,-1.0,-1.0,-1.0
img_0860,1,299.0,45.0,487.0,274.0
img_0861,0,-1.0,-1.0,-1.0,-1.0
img_0862,1,83.0,151.0,230.0,344.0
img_0863,0,-1.0,-1.0,-1.0,-1.0
img_0864,1,306.0,129.0,487.0,349.0
img_0865,0,-1.0,-1.0,-1.0,-1.0
img_0866,0,-1.0,-1.0,-1.0,-1.0
img_0867,0,-1.0,-1.0,-1.0,-1.0
img_0869,1,203.0,124.0,364.0,331.0
img_0870,0,-1.0,-1.0,-1.0,-1.0
img_0871,1,298.0,52.0,493.0,299.0
img_0873,1,265.0,246.0,442.0,459.0
img_0874,1,148.0,44.0,347.0,301.0
img_0875,1,318.0,114.0,473.0,316.0
img_0876,0,-1.0,-1.0,-1.0,-1.0
img_0877,0,-1.0,-1.0,-1.0,-1.0
img_0878,1,232.0,224.0,437.0,493.0
img_0879,0,-1.0,-1.0,-1.0,-1.0
img_0880,1,173.0,97.0,355.0,316.0
img_0881,0,-1.0,-1.0,-1.0,-1.0
img_0882,0,-1.0,-1.0,-1.0,-1.0
img_0883,0,-1.0,-1.0,-1.0,-1.0
img_0885,1,116.0,190.0,321.0,439.0
img_0886,1,215.0,104.0,415.0,365.0
img_0887,0,-1.0,-1.0,-1.0,-1.0
img_0889,1,185.0,168.0,436.0,468.0
img_0890,1,81.0,154.0,317.0,453.0
img_0892,1,92.0,67.0,239.0,253.0
img_0893,0,-1.0,-1.0,-1.0,-1.0
img_0894,1,94.0,213.0,297.0,467.0
img_0895,0,-1.0,-1.0,-1.0,-1.0
img_0896,1,209.0,162.0,459.0,461.0
img_0897,1,224.0,168.0,391.0,372.0
img_0898,0,-1.0,-1.0,-1.0,-1.0
img_0899,0,-1.0,-1.0,-1.0,-1.0
img_0900,1,303.0,115.0,484.0,353.0
img_0901,1,172.0,58.0,375.0,324.0
img_0902,1,13.0,38.0,227.0,291.0
img_0903,1,124.0,7.0,300.0,222.0
img_0905,1,98.0,9.0,255.0,213.0
img_0906,1,237.0,113.0,387.0,292.0
img_0907,0,-1.0,-1.0,-1.0,-1.0
img_0908,0,-1.0,-1.0,-1.0,-1.0
img_0911,0,-1.0,-1.0,-1.0,-1.0
img_0912,0,-1.0,-1.0,-1.0,-1.0
img_0913,0,-1.0,-1.0,-1.0,-1.0
img_0914,0,-1.0,-1.0,-1.0,-1.0
img_0915,0,-1.0,-1.0,-1.0,-1.0
img_0918,0,-1.0,-1.0,-1.0,-1.0
img_0919,1,61.0,180.0,236.0,408.0
img_0920,0,-1.0,-1.0,-1.0,-1.0
img_0922,1,113.0,195.0,267.0,393.0
img_0924,0,-1.0,-1.0,-1.0,-1.0
img_0925,0,-1.0,-1.0,-1.0,-1.0
img_0926,1,18.0,147.0,246.0,429.0
img_0927,1,115.0,40.0,269.0,233.0
img_0928,0,-1.0,-1.0,-1.0,-1.0
img_0929,0,-1.0,-1.0,-1.0,-1.0
img_0930,0,-1.0,-1.0,-1.0,-1.0
img_0931,0,-1.0,-1.0,-1.0,-1.0
img_0932,1,225.0,246.0,420.0,481.0
img_0935,1,220.0,96.0,466.0,389.0
img_0936,0,-1.0,-1.0,-1.0,-1.0
img_0938,1,156.0,280.0,317.0,483.0
img_0939,1,243.0,123.0,385.0,304.0
img_0940,1,321.0,177.0,480.0,367.0
img_0941,0,-1.0,-1.0,-1.0,-1.0
img_0942,1,239.0,111.0,382.0,290.0
img_0945,0,-1.0,-1.0,-1.0,-1.0
img_0948,1,205.0,74.0,409.0,319.0
img_0949,1,84.0,157.0,296.0,429.0
img_0950,1,114.0,173.0,302.0,420.0
img_0951,1,102.0,228.0,260.0,436.0
img_0953,0,-1.0,-1.0,-1.0,-1.0
img_0954,0,-1.0,-1.0,-1.0,-1.0
img_0955,0,-1.0,-1.0,-1.0,-1.0
img_0956,0,-1.0,-1.0,-1.0,-1.0
img_0957,0,-1.0,-1.0,-1.0,-1.0
img_0958,1,294.0,248.0,426.0,418.0
img_0959,0,-1.0,-1.0,-1.0,-1.0
img_0960,1,38.0,110.0,260.0,384.0
img_0963,0,-1.0,-1.0,-1.0,-1.0
img_0964,0,-1.0,-1.0,-1.0,-1.0
img_0965,1,157.0,138.0,391.0,425.0
img_0966,0,-1.0,-1.0,-1.0,-1.0
img_0967,1,360.0,161.0,503.0,344.0
img_0968,1,338.0,85.0,485.0,269.0
img_0969,0,-1.0,-1.0,-1.0,-1.0
img_0971,1,175.0,106.0,380.0,369.0
img_0972,1,297.0,296.0,463.0,494.0
img_0973,1,66.0,266.0,203.0,439.0
img_0974,1,248.0,140.0,446.0,379.0
img_0975,0,-1.0,-1.0,-1.0,-1.0
img_0976,0,-1.0,-1.0,-1.0,-1.0
img_0978,1,216.0,189.0,397.0,407.0
img_0979,1,137.0,199.0,329.0,436.0
img_0980,0,-1.0,-1.0,-1.0,-1.0
img_0981,1,202.0,98.0,429.0,376.0
img_0982,1,1.0,124.0,196.0,377.0
img_0983,0,-1.0,-1.0,-1.0,-1.0
img_0984,1,243.0,13.0,471.0,305.0
img_0985,0,-1.0,-1.0,-1.0,-1.0
img_0987,1,208.0,24.0,408.0,278.0
img_0988,0,-1.0,-1.0,-1.0,-1.0
img_0989,0,-1.0,-1.0,-1.0,-1.0
img_0991,1,179.0,220.0,321.0,389.0
img_0992,0,-1.0,-1.0,-1.0,-1.0
img_0993,0,-1.0,-1.0,-1.0,-1.0
img_0994,0,-1.0,-1.0,-1.0,-1.0
img_0995,0,-1.0,-1.0,-1.0,-1.0
img_0996,0,-1.0,-1.0,-1.0,-1.0
img_0997,1,85.0,104.0,247.0,317.0
img_0998,0,-1.0,-1.0,-1.0,-1.0
img_0999,1,183.0,130.0,360.0,344.0
